"customer_key","customer_id","full_name","city","acquisition_channel","signup_date"
"1906","406","Christian Brock","Ewingburgh","Referral","2026-09-13"
"1907","407","Sarah Mcclure","Oneillborough","Organic Search","2026-03-27"
"1908","408","Mercedes Meadows","Port Wesleytown","Direct","2026-02-10"
"1909","409","Kristi Dixon","Robertston","Direct","2025-11-20"
"1910","410","Thomas Frazier","Elainefort","Organic Search","2026-08-10"
"1911","411","Barbara Thomas","Port Ashley","Direct","2026-03-12"
"1912","412","Jessica Cook","Leeville","Referral","2025-07-24"
"1913","413","Curtis Williams","Lake Joshuachester","Referral","2025-10-20"
"1914","414","Erin Garza","Andrewhaven","Direct","2025-07-16"
"1915","415","April Miranda","West Brandy","Referral","2025-04-14"
"1916","416","Anthony Ramsey","Melissafurt","Organic Search","2026-08-29"
"1917","417","William Newton","Mirandahaven","Organic Search","2025-04-20"
"1918","418","Ann Taylor","Brownborough","Instagram","2025-07-09"
"1919","419","Jeffery Boone","Browningfort","Direct","2025-04-29"
"1920","420","Justin Davis","Davidchester","Direct","2026-07-09"
"1921","421","Kathleen Norris","Samanthashire","Direct","2025-10-06"
"1922","422","John Martin","Dianestad","Paid Ads","2025-10-02"
"1923","423","Laura Williams","South Richardtown","Direct","2026-08-25"
"1924","424","Michael Brown","Kelleybury","Organic Search","2026-02-03"
"1925","425","Adam Weber","Danielside","Organic Search","2025-11-04"
"1926","426","Charles Clark","South Kylehaven","Instagram","2025-09-26"
"1927","427","Zachary Patterson","Lake Jamesmouth","Instagram","2026-05-26"
"1928","428","Ryan Skinner","Torresside","Organic Search","2025-08-08"
"1929","429","Allen Steele","New Williamview","Organic Search","2025-05-10"
"1930","430","Casey Jones","New Elizabethstad","Direct","2025-01-18"
"1931","431","Barry Turner","New Susanbury","Instagram","2025-02-18"
"1932","432","Ashley Landry","North Destiny","Paid Ads","2025-07-30"
"1933","433","Norma Brown","Lake Amy","Direct","2025-10-31"
"1934","434","Danielle Allison","South Jacobborough","Paid Ads","2025-07-31"
"1935","435","Andrew Clark","Grayfort","Direct","2026-07-12"
"1936","436","William Lambert","Hillville","Direct","2025-07-21"
"1937","437","Jacqueline Estrada","Mooreport","Instagram","2025-07-08"
"1938","438","Christina Moore","Georgemouth","Instagram","2025-05-13"
"1939","439","Ronald Jackson","Anamouth","Organic Search","2025-10-08"
"1940","440","Daniel Mcdaniel","Gonzalezstad","Direct","2025-08-24"
"1941","441","Walter Hines","Katrinaborough","Instagram","2026-09-08"
"1942","442","Billy Hall","Jeremyland","Organic Search","2026-08-29"
"1943","443","Haley Bowman","Davisburgh","Instagram","2025-02-05"
"1944","444","Mary Walker","North Barbaraside","Referral","2025-10-26"
"1945","445","Cheryl Andersen","Port Ericmouth","Organic Search","2025-04-12"
"1946","446","Lisa Knight","Conwaystad","Referral","2025-04-18"
"1947","447","Michael Sanders","Lihaven","Instagram","2025-08-15"
"1948","448","Christina Stewart","Hudsontown","Instagram","2025-04-03"
"1949","449","Robin Parrish","Johnsonchester","Direct","2025-05-21"
"1950","450","Anne Herrera","Lake Jerry","Instagram","2025-07-07"
"1951","451","Abigail Maldonado","New Johnathan","Direct","2025-08-09"
"1952","452","William Webb","Myersmouth","Paid Ads","2025-01-23"
"1953","453","Peter Manning","Richardburgh","Organic Search","2026-06-21"
"1954","454","Ryan Smith","Popeburgh","Paid Ads","2026-09-17"
"1955","455","Nicole Wright","Princeton","Organic Search","2025-08-01"
"1956","456","Olivia Newman","Gonzalezhaven","Instagram","2026-09-13"
"1957","457","Daniel Collins","Port Robert","Paid Ads","2026-09-14"
"1958","458","Nicholas Allen","Lake Michael","Organic Search","2025-07-03"
"1959","459","Kim Lopez","Brendaton","Referral","2025-11-13"
"1960","460","Joseph Mccarty","Port Benjamin","Referral","2026-02-10"
"1961","461","Pam Martin","Nathanbury","Paid Ads","2025-11-21"
"1962","462","Stephen Benton","Wisehaven","Instagram","2025-10-03"
"1963","463","Andrew Thompson","Candaceville","Instagram","2026-09-01"
"1964","464","Kelly Bray","West Kellyborough","Direct","2025-10-09"
"1965","465","Michael Farrell","Christophermouth","Instagram","2025-07-21"
"1966","466","Michael Harris","East Tiffanyview","Direct","2026-05-24"
"1967","467","Katie Ray","New Sarah","Organic Search","2026-06-03"
"1968","468","Jared Ramirez","East Christopherstad","Direct","2025-06-04"
"1969","469","Sherry Pope","South Paul","Organic Search","2025-03-19"
"1970","470","Angela Patrick","South John","Referral","2026-09-05"
"1971","471","Rodney Rodriguez","Port Kristiton","Paid Ads","2025-02-17"
"1972","472","Heather Soto","Angelahaven","Referral","2026-09-21"
"1973","473","Erika Zamora","Debrabury","Organic Search","2026-07-21"
"1974","474","James Mitchell","Lake Francesshire","Paid Ads","2025-08-24"
"1975","475","Pamela Henderson","Danieltown","Paid Ads","2026-06-07"
"1976","476","Rebecca Johnson","West Amytown","Organic Search","2026-03-16"
"1977","477","Brett Ryan","New Geraldmouth","Direct","2025-10-17"
"1978","478","Rebecca Jenkins","Yvonneport","Paid Ads","2025-06-26"
"1979","479","Nicholas Pena","Port Carlos","Referral","2025-05-10"
"1980","480","Christopher Wagner","Pamelaland","Direct","2025-02-07"
"1981","481","Derrick Miller","New Jefffurt","Referral","2025-12-15"
"1982","482","Ryan Johnson","Dunnmouth","Direct","2026-02-04"
"1983","483","Valerie Bailey","Ericburgh","Paid Ads","2025-02-06"
"1984","484","Abigail Morales","West Sethtown","Direct","2025-11-29"
"1985","485","Samuel Myers","North Ashleyfort","Direct","2026-02-19"
"1986","486","Samantha Leon","West Nicholasburgh","Paid Ads","2026-09-05"
"1987","487","Eric Carter","Port Cathyburgh","Paid Ads","2025-03-15"
"1988","488","Kristen Cunningham","Angelshire","Direct","2026-05-26"
"1989","489","Alvin Page","Kingchester","Referral","2025-08-17"
"1990","490","Jasmine Harrison","North Stephanie","Referral","2026-06-26"
"1991","491","Lisa Garrett","Maryburgh","Organic Search","2026-08-26"
"1992","492","Casey Graves","Victorfort","Referral","2025-09-07"
"1993","493","Matthew Porter","Coreyshire","Direct","2025-07-01"
"1994","494","Tiffany Taylor","Mccormicktown","Referral","2026-05-01"
"1995","495","James Russell","West Andrea","Direct","2026-01-12"
"1996","496","Katherine Powers","Mitchellborough","Referral","2025-01-19"
"1997","497","David Harris","Stephaniebury","Referral","2025-08-01"
"1998","498","Brittney Johnson","Kennethstad","Paid Ads","2026-09-16"
"1999","499","Trevor Green","Jamesmouth","Organic Search","2026-07-27"
"2000","500","George Brown","Hineschester","Paid Ads","2026-04-11"
